"t_set_heating","window_opening_ach","%SIGMA@wn2*.pc.mu%","infl_rate_m3ph_m2","%SIGMA@wn2*.pc1%","%SIGMA@wn2*.pc2%","%SIGMA@wn2*.pc3%"
0.992160599937231,0.118897222130048,251744.909943778,0.921222015683968,7039.86758826391,3166.28682945682,51.0407754167371
0.980956357259563,0.157147169208581,366633.051965765,0.921222015683968,7131.20293878172,3223.10822268899,51.0407754167371
0.957912165645787,0.246844711955316,411440.670948498,0.921222015683968,8198.50958382818,2406.33868084089,60.0585752623836
0.945808546949381,0.246844711955316,335863.790898723,0.595482636453358,6392.86531808795,3352.41950872525,41.9645835879884
0.924344910952661,0.0832498013311043,291579.063408777,0.708685348829147,7108.35779061482,3430.5209416743,45.0093861284167
0.979863747423447,0.0900194992883269,315937.475297839,0.280280140888003,7108.35779061482,3647.27904563895,51.2818051209769
0.975208968758952,0.0900194992883269,259106.732733301,0.161198133315837,5953.75042079275,3469.16938353672,44.14986442132
0.975208968758952,0.0823060227315304,374458.288421112,0.138190642780983,7131.48629534223,2898.26978538927,44.14986442132
0.952398178627952,0.00445700280915618,374458.288421112,0.945851516377844,6442.57498560716,4033.70869556445,41.8046723121806
0.9601702570727,0.0456846519321519,281722.301132294,0.334008595445053,6350.86933772259,2899.97745097353,62.4025912388916
0.993380809061185,0.00947792985967018,337117.682468813,0.0342785272521238,6920.15483523007,3559.7151831731,52.6345713145704
0.921793723374754,0.00947792985967018,312278.03223358,0.364231897080272,5443.21656094613,3498.97749925778,48.7347664308628
0.95470114033144,0.0976042647544909,331842.094566843,0.502126217519457,7486.21567319817,3498.97749925778,49.6513399183399
0.945534416147245,0.108160263629484,434739.249818195,0.923956611847679,7238.70924445004,3534.90858121973,61.5883946314126
0.984904929446039,0.031061038724831,279425.574696568,0.923956611847679,7238.70924445004,3224.74597380656,52.9819563584143
0.995222028055668,0.031061038724831,320406.071572889,0.259750515556531,7238.70924445004,3949.80875236976,52.9819563584143
0.996402588453729,0.0491363964264276,295398.068261918,0.933348631198681,7684.43644948583,3450.96168058108,49.3717752690643
0.996402588453729,0.275348982232609,295398.068261918,0.390186435199784,7598.53650496589,3319.85223623469,49.3717752690643
0.996402588453729,0.226913399144509,295398.068261918,0.673779416591941,5370.73613034622,3218.97580701427,57.0540046933656
0.996402588453729,0.135428747358189,212814.568198833,0.691937109735468,7109.55689657297,3398.24363480973,57.5324539102675
0.999278085688267,0.0394499959585896,253610.248579453,0.64962808430396,6508.65439784852,3501.75460801426,45.9363504997971
0.976990794524256,0.209687553255646,312927.6544009,0.573613259450858,5178.56554958537,2847.40794615486,46.3316441484366
0.998518270325578,0.109010153357478,328977.199474653,0.913666453522174,7941.43233463261,2658.61538890742,49.9933694830325
0.977789044106259,0.251712979153386,292009.579155518,0.757553520454045,6188.61546245817,2876.19360792943,52.3052169379405
0.977789044106259,0.00507877353322526,321351.317025399,0.757553520454045,7740.73285104984,2876.19360792943,56.7332050113916
